track_id,artists,album_name,track_name,popularity,duration_ms,danceability,key,acousticness,liveness,tempo,track_genre
49hAL0xPGPpjnshjQA22tq,H Magnum,Bansky,Goudou,55,139426,0.709,8,0.427,0.258,189.79,french
5aQe0faFOjeskrHwpleXLJ,When Chai Met Toast,Yellow Paper Daisy,Yellow Paper Daisy,55,199772,0.428,7,0.775,0.0818,105.829,indie
0KeeKjwx7JqeHlQjXnHpL9,Francisca Valenzuela,SALÚ,SALÚ,39,200453,0.706,7,0.00358,0.317,129.975,electronic
0eDI4488gNLeA7pssOZHOD,Armin van Buuren,Balance,Turn It Up,51,172173,0.582,5,0.00136,0.324,138.025,progressive-house
38dVRTsxBhJl2yTbSAyuya,Paradise Lost,Shades Of God,Pity the Sadness,21,302333,0.28,7,0.00728,0.152,122.891,goth
0gaQZpcyDE0AK1m0tYNUt7,Håkan Hellström,Rampljus,Rampljus,26,58727,0.453,11,0.815,0.687,103.149,goth
4XYeqPS3f221BsY4rdrS9R,Sam Smith,Autumn Vibes 2022,I'm Not The Only One,0,239426,0.684,5,0.495,0.0821,81.997,pop
0aDorKjbrNpX0fsxVh12ks,Juan D'Arienzo,El Rey del Compás : 1951-1955 Vol 5,El Simpático,17,155968,0.651,0,0.903,0.0659,133.119,tango
5qA35ZZWFOqynheP5x8rty,Noir;Hayze;Solomun,Around,Around - Solomun Vox,58,418594,0.867,1,0.0212,0.103,115.0,techno
7CFr6CA5z36MDpDFLsAZM4,Brian Crain,Solo Piano Lullabies,Rock-a-Bye Baby,21,211353,0.517,7,0.989,0.0828,109.704,new-age
20sXcaJkWP0DdzA58Colw3,Iron Maiden,Senjutsu,The Writing On The Wall,61,373898,0.402,2,0.00158,0.0923,90.045,hard-rock
0BUvIWyz1PGeJ0d6QzsYZk,It Dies Today,The Caitiff Choir,The Radiance,24,195413,0.449,0,0.000135,0.286,95.971,metalcore
5mMvCh8xXC2F6fkgPK5z9z,Andando Descalzo,El Camino,El Camino,32,173088,0.597,7,0.0274,0.124,100.008,ska
6XPInCUR2OZPeogvKoJKLT,Ray Price,The Essential Ray Price,I'll Be There (If You Ever Want Me) - 78rpm Version,12,146440,0.665,9,0.732,0.233,74.588,honky-tonk
5Ct6xnkAQJ7lZXp7vHM8uF,Chris Jedi;Ozuna;Brytiago,Perreo Tenebroso Vol. 4,Bipolar,0,220080,0.782,1,0.32,0.144,76.031,latino
3NIsZEsnGH8fquyngVuomV,El BAI;Marcianeke;King Savagge;Drakomafia;Victor La Voz,Sonando Flaite (Remix),Sonando Flaite - Remix,43,410500,0.824,11,0.193,0.119,90.031,latino
7hke4o18WMJDxYpNkmYuYl,Extreme,Los Clásicos del Pop 90s,More Than Words,1,337828,0.626,6,0.43,0.119,91.259,funk
5FcQcDHuwpzP70vhlCqVi2,Steppenwolf,Fiesta temática 60s,The Pusher,0,349826,0.508,0,0.201,0.14,81.016,psych-rock
2Z8oSkHTEJedqb1rsgpLih,Covers Culture,Chill Vibes - Just Chill & Relax - Relaxing Covers Songs - Chill Pop Music Hits - Chill Music - Chill Songs - Chilled - Chill Out Pop - Chillout Music - Best Chill Songs - Acoustic Chill,SOS - Acoustic Covers Versions,26,149610,0.351,7,0.879,0.158,76.851,acoustic
1rc0O9FmSG1AANF8L9vRqR,Alfredo De Angelis;Floreal Ruiz,From Argentina To The World,Mi Novia De Ayer,19,154373,0.513,10,0.965,0.0787,106.091,tango
5Fa7z8XzhlGzFdARu6dd5S,Sumo,After Chabon,Banderitas y Globos,43,178386,0.439,2,0.0501,0.448,183.254,punk
4XZOsm9rbFcjGMqTDhJE9k,Rosa de Saron,Acústico e Ao Vivo 2/3,O Sol da Meia-Noite - Ao Vivo,41,370013,0.251,2,0.0831,0.802,156.445,gospel
6BKigxry38ZQRkJETxSuOg,Filipe Duarte,FD,Ela Dá Show,51,149365,0.551,0,0.841,0.201,139.963,pagode
36DQ8jmugcqNQPelDRTtKn,Kendji Girac,Barbecue,Andalouse,47,167373,0.827,5,0.23,0.224,112.001,french
7fpWJr5shT90KiCHXKHxch,Pritam;Arijit Singh,Barfi! (Original Motion Picture Soundtrack),Phir Le Aya Dil - Reprise,61,305613,0.237,7,0.838,0.0961,73.896,indian
65bMFgIYR9rxMR9GeYraIh,Stephan Jolk,Unity Pt. 2,A Declaration of Love,38,334433,0.66,7,0.0124,0.0886,126.0,techno
6E1VvKBTi0FtLhE8b6GxbE,Maceo Plex;Faithless,Insomnia 2021,Insomnia 2021 - Epic Edit,54,288238,0.643,4,0.029,0.0994,126.028,disco
3W5GfZBvDJQKovjdCww4pL,Luisa Amogida,Impuissance,Impuissance,59,123888,0.448,10,0.996,0.101,92.778,piano
43S8YeCVjUL6U5YNHPNV3k,Lorne Balfe,Pennyworth: The Origin of Batman's Butler - Season 3 (Soundtrack from the HBO® Max Original Series),Gully's Lament,3,173080,0.103,9,0.962,0.0756,79.936,british
5ZOwkvgMAeI0G2USq0cIFQ,O k O,neomatter,neomatter,49,104433,0.67,4,0.57,0.127,83.03,study
5IGYPdHMSG4PLXDS9LDPJS,Eastmountainsouth,Eastmountainsouth,So Are You To Me,52,117760,0.302,2,0.956,0.12,140.485,acoustic
3Z3qXBFfGKYpzSZRvcHRy5,Ralphi Rosario,Uc Anthems Volume 3 EP,Take Me Up (Lego's Mix),24,384219,0.887,5,0.027,0.0503,123.004,chicago-house
4aNKwMW76gdQAudFtGxveu,Hidra,C-137,Bağırın,44,236124,0.873,1,0.204,0.493,119.999,turkish
16si9bvq9dlx52MrhPtyPC,Mungo's Hi Fi;Eva Lazarus,More Fyah,We Weren't Made for This,25,212971,0.913,11,0.0636,0.0585,130.074,dub
5w65rfJaQDOQ0iAhOuQqiv,majiko,Contrast,Irony,53,244444,0.659,2,0.162,0.0467,89.987,anime
3Qnz0h9QoUcqr1webXWbYM,Lazerpunk,Death & Glory,Power,36,252014,0.517,7,0.00125,0.632,95.027,club
2Y4ol1FiPdSPMwaEMJgXMN,"nothing,nowhere.",ruiner,hammer,56,204000,0.653,5,0.114,0.117,179.928,emo
605FZvNjey90GecOzwChB9,Tulsi Kumar;Arjun Kanungo;Vayu;Diksha C,Killer Haseena,Killer Haseena,56,160380,0.615,1,0.00244,0.16,96.946,pop-film
3heUEFjQza3VZFwfYTMIYk,Sujatha,Ee Puzhayum Kadannu (Original Motion Picture Soundtrack),Kakkakarumban,33,283800,0.767,9,0.682,0.094,103.993,malay
4E93IPDPbaNJUDTpur3V63,Mokita,4201,I Still Do,54,202023,0.538,4,0.193,0.209,79.245,chill
5ZsAhuQ24mWHiduaxJqnhW,Ritviz,Ved,Udd Gaye,67,180413,0.595,11,0.000712,0.142,144.961,indian
2AllsVsmrJkEwXPXwDBCQu,Eason Chan,Shall We Dance? Shall We Talk!,單車,57,211251,0.635,7,0.754,0.0743,130.067,cantopop
0Ysepw3QUt2pyKvsBZ9PGD,J Balvin;KAROL G;Nicky Jam;Crissin;Totoy El Frio;Natan & Shander,Homecoming Latin Party,Poblado - Remix,0,392866,0.813,3,0.112,0.377,93.005,reggaeton
3nxQsiBxMP7f1Ey4J7YqNs,Las manos de Filippi,Los Métodos Piqueteros,Los Métodos Piqueteros,36,208200,0.733,9,0.0138,0.168,114.004,ska
04fYoQSUTfPhVjyW8aXkix,Yuvan Shankar Raja;Roshini;Priya Hemesh;Divya Vijay,Theeratha Vilayaatu Pillai (Original Motion Picture Soundtrack),En Jannal Vandha,56,283480,0.69,1,0.0706,0.0251,124.983,k-pop
6HpkYZYWphUPzcFT0bUmvO,Topsy Crettz,Just A Moment,Just A Moment,38,196731,0.897,2,0.245,0.0449,122.008,groove
3yJ1w00H62kKw2pOoF0HY1,Alan Menken;Chorus - The Hunchback Of Notre Dame,The Hunchback Of Notre Dame (Original Motion Picture Soundtrack),And He Shall Smite the Wicked,26,210640,0.179,2,0.811,0.115,136.179,show-tunes
4h0sclha9pcAkN8oJPA795,Pj Panda,Raised on Hip Hop,Healthy,12,166153,0.953,1,0.156,0.135,130.061,kids
58fCG07JJvovUFScRDX7E5,George Jones,I Am What I Am (Expanded Edition),I'm the One She Missed Him With Today,16,180266,0.458,6,0.755,0.156,106.651,honky-tonk
23LveHXJT1mbjaxaqeWB5Y,Wolfgang Amadeus Mozart;Francesco Piemontesi,Mozart - All Day Classics,"8 Menuette, K.315a: Menuetto 5 in F Major",7,97906,0.422,5,0.994,0.111,155.189,classical
0zolxiS5uiL5towOJrsJi4,Headhunterz,Home,Home,52,234165,0.552,6,0.187,0.283,150.039,hardstyle
06mcgnr3eJ8cF8ed0WfdPA,Peruzzi;Fireboy DML,Rum & Boogie,Southy Love,53,210048,0.848,10,0.174,0.0741,113.035,dancehall
34LcvhvuO7RIX0JzSw8FNe,TobyMac;Terrian,Santa's Christmas List,All I Need For Christmas,0,181764,0.638,10,0.0583,0.0523,170.108,alt-rock
2umqe74ItZBWCdChsHtXjQ,ILLENIUM;Sasha Alex Sloan,Fallen Embers,U & Me,52,213500,0.563,8,0.0128,0.0401,88.02,dub
3xLDLxWr1dLHzHMi02QBV1,Bodysnatcher,Bleed-Abide,The Question,22,312982,0.454,1,0.000135,0.0924,131.27,death-metal
7ltz6HMfuFZH67aBeYEtsO,Doce Encontro,Esperando Aviões - Single,Esperando Aviões,41,228440,0.644,0,0.778,0.106,126.058,pagode
6zCQF5tu7HVwU9shhKqiuF,Jeet Gannguli;Arijit Singh,Khamoshiyan (Original Motion Picture Soundtrack),Khamoshiyan,64,335709,0.527,2,0.631,0.158,143.892,pop-film
0DG6fEabZitI14GPlKvE1M,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,0.515,1,6.21e-05,0.149,163.912,punk
3hB9lDLyAClYVZivMMl20N,Prateek Kuhad,The Way That Lovers Do,Co2,53,163653,0.533,1,0.663,0.145,80.96,singer-songwriter
5BchaCO4QMiAIugGp5UpUX,Calvin Harris;Jorja Smith;Lil Durk,Funk Wav Bounces Vol. 2,Somebody Else (with Jorja Smith & Lil Durk),57,178560,0.707,10,0.253,0.35,89.986,progressive-house
6p5px9kCJlTCybpWXHIcW3,Cem Karaca,Bindik Bir Alamete,Ölüm,33,407928,0.331,9,0.0025,0.109,159.753,psych-rock
1YVogKG7ALdngYNlBKVrMl,Aquasky,"Shadow Era, Pt. 1 (Remasters)",Kuana - Remaster,12,467603,0.56,10,0.000558,0.537,158.096,breakbeat
7ygaeSuQR2Pn7ahgNUxslH,Joel Corry;MNEK,Feeling Good,Head & Heart,0,166028,0.734,8,0.168,0.0489,122.953,edm
4OIRWMwEHR6oCU7g1QgK0n,Robert Palmer;Eric 'ET' Thorngren,Fiesta temática 80s,Addicted To Love,0,359706,0.669,2,0.408,0.0614,111.58,r-n-b
5erSMVrRwNRKXVp3pMknSc,Roberto Goyeneche,Roberto Goyeneche: Cantor de Mi Barrio,Bandoneon Arrabalero,28,164266,0.387,2,0.89,0.168,120.686,tango
047rc63FPRYjXWq7iLhrzg,Helmet,Strap It On,Make Room,21,206773,0.277,0,0.0855,0.129,97.975,industrial
2kk8L2MStsZ0tYLPkDrL64,GReeeeN,あっ、ども。おひさしぶりです。,地球号,32,241213,0.714,8,0.00914,0.106,110.036,j-rock
6UBNNsbS3opjUenO8ZpErg,Ashley McBryde,Laidback Country,A Little Dive Bar in Dahlonega,0,209080,0.651,1,0.426,0.151,145.979,country
6HfKUHjHuev7pYC0bFS1v5,Modeselektor,Tsugi Chill-Out,Tacken,1,200389,0.64,10,0.0867,0.17,103.027,minimal-techno
7ICuxEuvIr4BvFiRPQDY5F,Marvvila;Dilsinho,Convite (Ao Vivo),Convite - Ao Vivo,43,197454,0.521,8,0.764,0.433,140.067,pagode
2E2Yuv42aBOnNhfbbqNoQf,Pedro Conga,1,Me Niegas Tanto Amor,38,283333,0.65,0,0.627,0.203,174.716,salsa
0sBJA2OCEECMs0HsdIQhvR,OneRepublic,West Coast,West Coast,77,192947,0.685,6,0.317,0.0895,134.057,piano
709mEkXJxSopnAmOnRJGRr,Feid,Clásicos de ahora: Perreo,Normal,0,171880,0.709,4,0.034,0.315,170.082,pop
5N4erncE7kuUccm7zEmwzk,Silk City;Dua Lipa;Diplo;Mark Ronson,Electricity (with Dua Lipa),Electricity (with Dua Lipa),74,238173,0.588,0,0.0104,0.338,118.159,edm
5t3Vk8bRKylx4fjj7qlbib,Billie Eilish,bitches broken hearts,bitches broken hearts,76,176471,0.778,0,0.921,0.0958,120.033,electro
1mMMvJ5lff7ARLA88mXA3d,Alex Heffes;Anoushka Shankar,A Suitable Boy (Original Television Soundtrack),Lata's Theme,22,150706,0.367,7,0.923,0.269,115.08,british
01ugCDMaqFgnjKtXl0O2CE,Mylène Farmer,Tubes chansons française,Désenchantée,34,322760,0.614,10,0.0019,0.0844,125.905,synth-pop
7iFP0xVztATYcYbVSsuVcf,Jeff Mills,SIGHT SOUND AND SPACE,Devices,8,305173,0.528,10,0.232,0.0795,124.075,detroit-techno
3WhpHEMike8OaQrBDmsavt,Natalia Jiménez,Creo en Mi,Escapar,31,200533,0.67,0,0.00246,0.227,128.022,spanish
5xLfQuX5YAfog2JgPz0dpA,The Cars,The Cars,Moving in Stereo,57,286106,0.718,4,0.0606,0.0646,115.522,power-pop
4bYXigPIj8cZ11Nmu4iVEU,Toddler Tunes,Songs for Kids: Classic Children's Music,Mary Had a Little Lamb,48,159000,0.859,5,0.261,0.103,80.006,children
6NVWgolOTVoXggsQehPutL,Scooter,20 Years of Hardcore (Remastered),David Doesn't Eat,29,216666,0.515,10,4.18e-05,0.804,141.982,techno
4IGltsj1eH3UA0ZacK3MIh,Brandy;Monica,Gourmet Soul,The Boy Is Mine,0,239683,0.659,1,0.308,0.139,93.044,soul
6xZMdgMwGxBAJ3O9LfWunY,Cajmere;Dajae,Only 4 U: The Sound Of Cajmere & Cajual Records 1992-2012,Say U Will feat. Dajae - Original Mix,8,329093,0.926,2,0.000432,0.104,123.979,chicago-house
2XdeYAbAdYjLBNQiVG5FPV,Daddyphatsnaps;Delta Deez,Villain Arc (Shigaraki),Villain Arc (Shigaraki),54,217237,0.874,5,0.0635,0.0933,144.046,anime
0g7r4J268kF71T7ChFu8kI,Hardwell;Blasterjaxx;Mitch Crown,Bigroom Never Dies,Bigroom Never Dies,51,175846,0.715,8,0.000732,0.315,129.968,progressive-house
67IvfvAMYQzJEeHopvwMMW,Pharoahe Monch,Simon Says,Simon Says,64,173159,0.664,1,0.17,0.164,93.134,hardcore
02JV4HqCdytDkfFwADgLeS,Vector Lovers,Electrospective,Stranger Smiled at Me,16,193761,0.702,4,0.258,0.117,109.012,idm
2O6CQNFDBvZ76uBbGs9NvG,Promoting Sounds;PmBata,Down For Real,Down For Real,51,150680,0.653,9,0.014,0.138,90.007,sad
5bHzv7vwApROsBQFEqkZOP,Kibariye,Dört Mevsim,Buz,46,278569,0.59,7,0.347,0.05,158.939,folk
3qLOC0YV0fWgZ9VTlSKbmU,Norah Jones,Weihnachten Musik,Christmas Don't Be Late,0,160293,0.497,10,0.751,0.118,66.785,j-pop
16zbo4n31PEtvx6eDCWJqe,Ledetraad,Røgslør,Røgslør,58,132000,0.454,6,0.959,0.111,114.928,piano
1OElIWbHrqlzyz5PlPGB6W,Charlie Brown Jr.,Pontes Indestrutiveis,Pontes Indestrutíveis - Versão Acústica,35,247853,0.753,2,0.278,0.161,153.04,hard-rock
6HniH9hqshcK6b9lXqhxbx,The Green,Ways & Means,Love Is Strong,32,217426,0.827,9,0.0452,0.0532,143.982,j-rock
2YOuzGSTrr7FpZYHrvwusx,George Jones,Done Gone,Cup of Loneliness,10,142546,0.564,9,0.871,0.126,138.271,honky-tonk
5u1cWcqIX6sbKiVJn8PR86,Dabzee;SA,Thallumaala,"Manavaalan Thug - From ""Thallumaala""",60,200000,0.809,1,0.356,0.0622,96.049,malay
7iW8xGGEHZFMcyBdWlAsIX,Nosferatu,Demonic Playgrounds,A Sinner’s Descent,31,199782,0.245,1,0.171,0.35,184.986,techno
4Gbvsz5oOesTeYiod5Wwra,Poshlaya Molly,8 способов как бросить…,Ханнамонтана,54,190818,0.566,7,0.000741,0.343,141.025,electronic
1XDOGk0XzrBIZboUMvfRNr,Lil Peep;Horse Head,HELLBOY,girls,62,240440,0.645,0,0.557,0.111,120.048,emo
2diNjYDYu3BhouRuKoStiB,Alesana,Confessions,Catharsis,25,436387,0.512,1,0.00172,0.101,104.997,metalcore
6S70OrI0CsYO0nD1l6qvDP,Tom Petty and the Heartbreakers,All I Want For Christmas Is You,Christmas All Over Again,0,253626,0.44,9,0.0956,0.473,138.908,rock
1CG1MiuZuEASV4Bj8QJEj3,Jubiläumscast Wien 2012,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,Mein neues Sortiment,22,121173,0.362,10,0.485,0.198,132.33,show-tunes
5N05m5J5yKnkbIS8D1YVXP,Sergei Lemeshev,Русское наследие,"Эх ты, Ваня",0,189133,0.256,3,0.992,0.244,97.992,romance
7ACdv0ADFL7ICH024UhDKt,Muffin Man,The Muffin Man's Sweet Nursery Rhymes,This Is the Way,52,68663,0.864,2,0.048,0.0546,108.011,children
1rN9QoVxw5U7TJkyaUR8C1,TK from Ling tosite sigure,Fantastic Magic,unravel,73,238360,0.508,7,0.0495,0.0984,135.014,rock
09pr5CPnpXjEQKRqgI7ZnZ,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),Echte Fründe - Remake '97,29,141200,0.643,5,0.038,0.188,127.013,party
5wHu5Ht9C8tJ9L6HIxpb9c,Fiskales Ad-Hok,Fiesta,Resistiré,40,128573,0.325,5,4.06e-05,0.377,78.66,hard-rock
06NfzaCnz9aE1mDR07eQjd,Jomie,Brighter Days,Brighter Days,51,164414,0.617,7,0.948,0.101,94.992,sad
73uqp00tWrcrXr5xxXngSC,Panic! At The Disco,Top of the Rock,Viva Las Vengeance,0,206580,0.211,9,1.25e-05,0.104,153.742,rock
46fURCnWErjFdNM2yBJ2c8,Eric Chou,如果雨之後,永不失聯的愛,64,259600,0.289,10,0.624,0.101,169.511,mandopop
5PWC0SulWeIkOiVdJqE7a7,Napalm Death,Utopia Banished,The World Keeps Turning,16,175533,0.205,2,1.32e-05,0.0564,160.549,grindcore
6xltcaxCBOANwBQgJJc6uK,Bullet Bane,BLLT,Pra Não Ter Que Enxergar Onde Errei,33,225237,0.574,0,0.00066,0.285,95.006,hardcore
5noCgCx4mDlq6fIa4z7YST,The Darkness,Timeless Rock Hits,I Believe in a Thing Called Love,0,217653,0.442,4,0.0538,0.282,128.237,hard-rock
4ifiz8TRTNdG9ORNWh2P0Q,Kacey Musgraves;Lana Del Rey,Jingle Bell Rock 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,0,132108,0.469,5,0.829,0.71,139.592,country
20hq7nXNC6sy3M636qTMI7,Kato,Zelda Vibes,Song of Storms,44,103705,0.76,5,0.837,0.0945,84.998,anime
45WaKduwtrn9qnqj3GYeIX,Jair Rodrigues,Eu Sou...,Vaqueiro De Profissão,45,233240,0.605,9,0.648,0.103,100.509,mpb
6t9q7owmdBEYaePgV8u4kG,William Luna,Hasta el Final,Mantaro,24,260653,0.607,2,0.0636,0.495,102.021,guitar
2aJDlirz6v2a4HREki98cP,Bicep,Bicep,Glue,74,269149,0.853,4,0.0158,0.0967,129.983,ambient
7G4FH6SEh9wgDRztDi3cDE,Lasse Stefanz,Evergreen,Utan att förstå,36,224640,0.663,9,0.00878,0.108,107.967,swedish
2QJmvhnhah2pOFvzJGg7Ro,Alla Bayanova;Давид Ашкенази;Геннадий Разуваев,Алла Баянова: И льётся песня,Я любовь не сберегла,1,175360,0.35,9,0.939,0.0979,152.065,romance
4y1LorjiWYkHr2V39q7c1D,Gorgasm,Destined to Violate,Preserved for Pleasure,14,198946,0.238,5,0.00157,0.403,134.714,grindcore
3zthhGnvubjpItG1KDe3GU,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Lament,22,315026,0.464,2,0.916,0.0819,105.729,ambient
2n40kGcCG499ckQwYNJnWp,Papon,Bollywood Unplugged,Kaun Mera,38,344471,0.601,2,0.71,0.119,95.95,folk
6gqXvORCby1jQmy9BnX1zZ,Lenny Kravitz,Human - Best Adult Pop Tunes,Push,0,263013,0.577,7,0.0154,0.0737,149.725,rock
1SvBC8FwVHDXZVvymltMkp,The Party Cats,Tutti in piscina Canzoni per bambini,Macarena,0,309346,0.726,1,0.00112,0.258,103.203,kids
4HZxK9wOmM3TF4IUttIrO2,Keyakizaka46,風に吹かれても (Special Edition),波打ち際を走らないか?,26,261799,0.446,5,0.0319,0.284,151.976,j-idol
5oRHGXBUNsioP4HyhJl3hI,Susumu Yokota,Sakura,Saku,18,345840,0.395,2,0.833,0.117,118.257,idm
1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,0.403,2,0.354,0.125,155.701,singer-songwriter
1o4uajX6p6vKceoABwOwFP,Eddie Neblett,Elevation,Stepping Out,17,256391,0.75,0,0.198,0.0862,119.898,afrobeat
1GbVo45KvYX3chroJggkIx,Martin Garrix,Oops,Oops,46,232509,0.618,1,0.00115,0.377,128.022,progressive-house
0vwFmuW1yhn30SxU7l9m2a,Raghu Dixit;Lokanath Sugum;Sachin Basrur,"Bhagavanta (From ""Saddu! Vicharane Nadeyuttide"")","Bhagavanta (From ""Saddu! Vicharane Nadeyuttide"")",39,200103,0.641,8,0.367,0.113,183.036,indian
0zpEpdoYYyhBEwgfsxqVVe,Patricio Rey y sus Redonditos de Ricota,Cordero Atado,Perdiendo el Tiempo,46,232240,0.632,11,0.00459,0.126,137.13,punk-rock
70BWIfaEgeZB0MJkUQmDqU,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,Yeh Jo Halka Halka Suroor Hai,46,438517,0.333,1,0.376,0.157,76.551,indian
7Lqe8fvFzrxCufUatyaYod,Prong,Beg To Differ,Lost And Found,21,243266,0.51,6,0.00159,0.0569,114.3,industrial
3ZUSaB3FsuMjL2tKd2FAY0,Adolescent's Orquesta,Persona Ideal,Mi Error,35,244506,0.542,0,0.485,0.0705,142.795,salsa
2IphqivUctqKvw8Ss59sA0,Gilberto Santa Rosa,Salsa Caliente,Conteo Regresivo,38,267684,0.787,8,0.761,0.0709,163.948,salsa
4LBeEalws5w5e20pGU0r1V,サザンオールスターズ,愛と欲望の日々/LONELY WOMAN,愛と欲望の日々,40,266600,0.604,7,0.00895,0.153,123.93,j-pop
7GMYzt2h1jUs3PNefSool2,Izabella Jur'eva,Velikie ispolniteli Rossii XX veka: Izabella Jur'eva (Deluxe Version),Laskovo vzgljani,0,164364,0.545,11,0.995,0.123,80.063,romance
006rHBBNLJMpQs8fRC2GDe,Calcinha Preta;Gusttavo Lima,CP 25 Anos (Ao Vivo em Aracaju),Agora Estou Sofrendo - Ao Vivo,47,260510,0.605,0,0.642,0.157,125.059,forro
2ChhuevCNhfbZFoE7X94Wy,Big Pat;BHZ;Monk,Love.Life.Backstage,Queen (feat. Monk),39,164212,0.894,6,0.00719,0.0459,151.03,german
7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,NVMD,79,181224,0.758,6,0.0903,0.0902,97.977,chill
1ggRwygftCM9HKYY9Vrqgf,Larry The Cable Guy,Remain Seated,Remain Seated,22,247696,0.46,6,0.775,0.93,52.616,comedy
0CrCW8u5hXD6Ztd7V8ay1i,Mos Def,The Best 90s Hip Hop Hits,Speed Law,3,256453,0.794,11,0.0565,0.407,98.02,alternative
7614zWoEzYhgOhkHseixij,Ludovico Einaudi,Divenire (Deluxe Edition),L'Origine Nascosta,50,191906,0.268,2,0.984,0.134,66.633,ambient
3wSXWge0hS6PQFuIs1bGDZ,Nacho;Ozuna,Queda poco para la PAES 2.0,Casualidad,0,184680,0.835,10,0.0453,0.147,101.067,latino
1oTEZlKtKk2JzRMg600ORk,Grupo Revelação,Ao Vivo No Morro,Ajoelhou Tem Que Rezar-Medo de Amar,44,260959,0.423,2,0.45,0.927,103.133,pagode
7bdROC1GostP0gWqEP8P2h,Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,0.473,0,0.892,0.105,93.777,jazz
39ZVkOVxjG8ypNdUSVNkxU,David Kushner,Mr. Forgettable,Mr. Forgettable,73,187293,0.56,8,0.544,0.151,144.727,singer-songwriter
24ctbZKRmBWcbFqjQYYg1l,Hayley Kiyoko,New Pop Classics,sugar at the bottom,0,185995,0.866,1,0.455,0.246,101.985,indie-pop
2KrlbSCJFfjdpqWeawARMz,Regain,Out of Bounds,Dominate,22,194870,0.574,6,0.0598,0.53,154.887,hardstyle
2QGuFhaQDrGKqtkOgItDJS,Charlie Brown Jr.,Acústico (Ao Vivo),Zoio De Lula - Ao Vivo,55,224973,0.632,1,0.0556,0.518,87.785,alt-rock
34udfDpMhPKGji6QeMNjcK,The Souljazz Orchestra,Rising Sun,Agbara,16,301986,0.683,9,0.204,0.334,120.004,afrobeat
02j3P5NLtFH34LVPLHLk5s,Maneva,#Somosmaneva,Minha Tristeza,45,208526,0.74,2,0.489,0.0711,167.975,reggae
2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,Run,76,169010,0.682,11,0.326,0.148,117.003,piano
6qKr5DEHMhyD8HugUyD19C,Thomas & Friends,Thomas & Friends: All Star Tracks,Roll Call,52,75856,0.864,1,0.196,0.299,90.942,british
0tcNM9PPdMYv9S3tjuZSyV,Bob Moses;ZHU,Desire,Desire,56,352000,0.649,7,0.202,0.201,119.992,electronic
2y7b6A4hhl3ysYlU2kztGD,Viva Suecia,El Bien,El Bien,54,206226,0.264,9,0.00208,0.176,64.319,spanish
2hrUO4drrO63i7FYbCLBl2,Clean Bandit;Sean Paul;Anne-Marie,What Is Love? (Deluxe Edition),Rockabye (feat. Sean Paul & Anne-Marie),72,251173,0.717,9,0.383,0.398,102.002,dance
2DcmVSLAg0ZzfOQxDshZHY,A-Lin,寂寞不痛,給我一個理由忘記,57,285546,0.399,8,0.583,0.104,133.175,mandopop
06MgLd7Wkb0PwY6nCUaE56,Stam1na,Sirkkeli,Sirkkeli,25,208752,0.436,4,5.88e-06,0.159,106.048,heavy-metal
3hEoFyE40yESyQXOALuI3n,Re-Style,Pussy Lounge 2019,Get It Crackin' - Sefa Remix,18,188400,0.472,1,0.0137,0.166,100.035,happy
5IoDXk7FV7GiXDL7ma1WHj,Mr. Vegas,PEPPERSPRAY RIDDIM,Who Love Girls,0,167973,0.642,0,0.071,0.0416,99.341,reggae
4Sqlq9shFIxvDnP8fFGB5h,Lucas Cervetti,Frecuencias Álmicas en 432hz,"Frecuencia Álmica, Pt. 2",32,344963,0.386,11,0.985,0.149,103.936,world-music
12vaH8QiJNwIc3F4O0IYJp,Solomun;Isolation Berlin;Maceo Plex,"Nobody Is Not Loved, Remixes, Pt. 1",Kreatur der Nacht (feat. Isolation Berlin) (Maceo Plex Remix),22,265511,0.642,11,0.00414,0.112,127.011,techno
5hFoRO70pJ2BrgtXAAzsAr,The Jackson 5,Happy Haunted Halloween Tunes,The Boogie Man,1,178440,0.693,8,0.289,0.0619,116.6,soul
0q1FMCm6hZhyPomad3LQES,高爾宣 OSN,So Bad,So Bad,56,172118,0.741,6,0.37,0.0795,118.032,mandopop
1HUONmrq0euHYmiIrmYqPq,XXXTENTACION,Tik Tock 2021,Hope,33,110886,0.598,9,0.661,0.146,146.052,emo
0ckK8I9FFJDYV7LJEHZLSy,≠ME,超特急 ≠ME行き Special Edition,秘密インシデント,36,269746,0.486,6,0.153,0.3,160.011,j-idol
3spGkhIhKBYRZcC3crNiZz,Trampled by Turtles,Sigourney Fever,Pocahontas,26,270733,0.566,9,0.385,0.121,122.85,bluegrass
